datetime,station,pm25,pm10,temp,rh,rain,no2,co,o3,so2,wind_speed,wind_dir,sensor_frozen,year,month,day,hour,weekday,is_weekend,season,hour_sin,hour_cos,month_sin,month_cos,is_dry_season,pm25_roll3h,pm25_roll6h,pm25_roll24h,pm25_lag1h,pm25_lag3h,pm25_delta1h,rain_acc6h
2025-01-01 00:00:00,CRAS Fercal,18.03562,31.47445,5.0,0.0,0.0,0.7738842,0.8139545,6.386184,2.295806,30.0,238.0,0,2025,1,1,0,2,0,chuva,0.0,1.0,0.49999999999999994,0.8660254037844387,0,18.036,18.036,18.036,,,,0.0
2025-01-01 01:00:00,CRAS Fercal,4.68,12.27,5.0,0.0,0.0,1.15,0.7,6.33,1.984,30.0,238.0,0,2025,1,1,1,2,0,chuva,0.25881904510252074,0.9659258262890683,0.49999999999999994,0.8660254037844387,0,11.358,11.358,11.358,18.03562,,-13.356,0.0
2025-01-01 02:00:00,CRAS Fercal,3.66,15.07,5.0,0.0,0.0,0.95,0.701,5.67,2.057,30.0,238.0,0,2025,1,1,2,2,0,chuva,0.49999999999999994,0.8660254037844387,0.49999999999999994,0.8660254037844387,0,8.792,8.792,8.792,4.68,,-1.02,0.0
2025-01-01 03:00:00,CRAS Fercal,0.85,11.93,5.0,0.0,0.0,0.51,0.62,5.73,2.101,30.0,238.0,0,2025,1,1,3,2,0,chuva,0.7071067811865476,0.7071067811865476,0.49999999999999994,0.8660254037844387,0,3.063,6.806,6.806,3.66,18.03562,-2.81,0.0
2025-01-01 04:00:00,CRAS Fercal,2.24,15.23,5.0,0.0,0.0,0.57,0.536,6.58,2.083,30.0,238.0,0,2025,1,1,4,2,0,chuva,0.8660254037844386,0.5000000000000001,0.49999999999999994,0.8660254037844387,0,2.25,5.893,5.893,0.85,4.68,1.39,0.0
2025-01-01 05:00:00,CRAS Fercal,5.2,18.54,5.0,0.0,0.0,2.42,0.566,5.81,1.847,30.0,238.0,0,2025,1,1,5,2,0,chuva,0.9659258262890683,0.25881904510252074,0.49999999999999994,0.8660254037844387,0,2.763,5.778,5.778,2.24,3.66,2.96,0.0
2025-01-01 06:00:00,CRAS Fercal,4.19,17.68,5.0,0.0,0.0,3.0,0.508,5.41,1.778,30.0,238.0,0,2025,1,1,6,2,0,chuva,1.0,6.123233995736766e-17,0.49999999999999994,0.8660254037844387,0,3.877,3.47,5.551,5.2,0.85,-1.01,0.0
2025-01-01 07:00:00,CRAS Fercal,5.73,25.2,5.0,0.0,0.0,1.64,0.427,5.7,2.141,30.0,238.0,0,2025,1,1,7,2,0,chuva,0.9659258262890683,-0.25881904510252063,0.49999999999999994,0.8660254037844387,0,5.04,3.645,5.573,4.19,2.24,1.54,0.0
2025-01-01 08:00:00,CRAS Fercal,16.99,54.97,5.0,0.0,0.0,1.11,0.414,15.11,2.079,30.0,238.0,0,2025,1,1,8,2,0,chuva,0.8660254037844387,-0.4999999999999998,0.49999999999999994,0.8660254037844387,0,8.97,5.867,6.842,5.73,5.2,11.26,0.0
2025-01-01 09:00:00,CRAS Fercal,3.96,9.53,5.0,0.0,0.0,1.3,0.283,22.67,2.141,30.0,238.0,0,2025,1,1,9,2,0,chuva,0.7071067811865476,-0.7071067811865475,0.49999999999999994,0.8660254037844387,0,8.893,6.385,6.554,16.99,4.19,-13.03,0.0
2025-01-01 10:00:00,CRAS Fercal,3.93,6.3,5.0,0.0,0.0,14.84,0.161,28.73,2.157,30.0,238.0,0,2025,1,1,10,2,0,chuva,0.49999999999999994,-0.8660254037844387,0.49999999999999994,0.8660254037844387,0,8.293,6.667,6.315,3.96,5.73,-0.03,0.0
2025-01-01 11:00:00,CRAS Fercal,3.93,6.3,5.0,0.0,0.0,22.06,0.15,20.91,7.434,30.0,238.0,0,2025,1,1,11,2,0,chuva,0.258819045102521,-0.9659258262890682,0.49999999999999994,0.8660254037844387,0,3.94,6.455,6.116,3.93,16.99,0.0,0.0
2025-01-01 12:00:00,CRAS Fercal,0.0,7.8,5.0,0.0,0.0,7.51,0.15,28.73,5.424,30.0,238.0,0,2025,1,1,12,2,0,chuva,1.2246467991473532e-16,-1.0,0.49999999999999994,0.8660254037844387,0,2.62,5.757,5.646,3.93,3.96,-3.93,0.0
2025-01-01 13:00:00,CRAS Fercal,0.0,0.0,5.0,0.0,0.0,0.77,0.13,34.68,3.008,30.0,238.0,0,2025,1,1,13,2,0,chuva,-0.2588190451025208,-0.9659258262890683,0.49999999999999994,0.8660254037844387,0,1.31,4.802,5.243,0.0,3.93,0.0,0.0
2025-01-01 14:00:00,CRAS Fercal,0.0,0.0,5.0,0.0,0.0,13.49,0.132,30.09,7.406,30.0,238.0,0,2025,1,1,14,2,0,chuva,-0.4999999999999997,-0.8660254037844388,0.49999999999999994,0.8660254037844387,0,0.0,1.97,4.893,0.0,3.93,0.0,0.0
2025-01-01 15:00:00,CRAS Fercal,0.0,0.0,5.0,0.0,0.0,6.18,0.255,30.02,4.765,30.0,238.0,0,2025,1,1,15,2,0,chuva,-0.7071067811865471,-0.7071067811865479,0.49999999999999994,0.8660254037844387,0,0.0,1.31,4.587,0.0,0.0,0.0,0.0
2025-01-01 16:00:00,CRAS Fercal,19.24,46.14,5.0,0.0,0.0,0.58,0.148,34.03,2.985,30.0,238.0,0,2025,1,1,16,2,0,chuva,-0.8660254037844385,-0.5000000000000004,0.49999999999999994,0.8660254037844387,0,6.413,3.862,5.449,0.0,0.0,19.24,0.0
2025-01-01 17:00:00,CRAS Fercal,19.24,46.14,5.0,0.0,0.0,2.53,0.15,37.75,2.419,30.0,238.0,0,2025,1,1,17,2,0,chuva,-0.9659258262890683,-0.25881904510252063,0.49999999999999994,0.8660254037844387,0,12.827,6.413,6.215,19.24,0.0,0.0,0.0
2025-01-01 18:00:00,CRAS Fercal,3.58,10.76,5.0,0.0,0.0,6.69,0.12,31.0,2.778,30.0,238.0,0,2025,1,1,18,2,0,chuva,-1.0,-1.8369701987210297e-16,0.49999999999999994,0.8660254037844387,0,14.02,7.01,6.077,19.24,0.0,-15.66,0.0
2025-01-01 19:00:00,CRAS Fercal,5.39,12.78,5.0,0.0,0.0,2.69,0.252,28.57,2.411,30.0,238.0,0,2025,1,1,19,2,0,chuva,-0.9659258262890684,0.2588190451025203,0.49999999999999994,0.8660254037844387,0,9.403,7.908,6.042,3.58,19.24,1.81,0.0
2025-01-01 20:00:00,CRAS Fercal,0.0,1.69,5.0,0.0,0.0,7.48,0.356,23.61,1.982,30.0,238.0,0,2025,1,1,20,2,0,chuva,-0.8660254037844386,0.5000000000000001,0.49999999999999994,0.8660254037844387,0,2.99,7.908,5.755,5.39,19.24,-5.39,0.0
2025-01-01 21:00:00,CRAS Fercal,4.85,11.22,5.0,0.0,0.0,9.05,0.441,16.43,1.879,30.0,238.0,0,2025,1,1,21,2,0,chuva,-0.7071067811865477,0.7071067811865474,0.49999999999999994,0.8660254037844387,0,3.413,8.717,5.713,0.0,3.58,4.85,0.0
2025-01-01 22:00:00,CRAS Fercal,4.46,13.56,5.0,0.0,0.0,5.3,0.406,13.39,1.94,30.0,238.0,0,2025,1,1,22,2,0,chuva,-0.5000000000000004,0.8660254037844384,0.49999999999999994,0.8660254037844387,0,3.103,6.253,5.659,4.85,5.39,-0.39,0.0
2025-01-01 23:00:00,CRAS Fercal,5.05,14.7,5.0,0.0,0.0,4.44,0.448,10.45,1.716,30.0,238.0,0,2025,1,1,23,2,0,chuva,-0.25881904510252157,0.9659258262890681,0.49999999999999994,0.8660254037844387,0,4.787,3.888,5.634,4.46,0.0,0.59,0.0
2025-01-02 00:00:00,CRAS Fercal,5.64,15.99,5.0,0.0,0.0,3.28,0.478,9.43,1.556,30.0,238.0,0,2025,1,2,0,3,0,chuva,0.0,1.0,0.49999999999999994,0.8660254037844387,0,5.05,4.232,5.117,5.05,4.85,0.59,0.0
2025-01-02 01:00:00,CRAS Fercal,4.8,15.49,5.0,0.0,0.0,0.68,0.461,10.79,1.642,30.0,238.0,0,2025,1,2,1,3,0,chuva,0.25881904510252074,0.9659258262890683,0.49999999999999994,0.8660254037844387,0,5.163,4.133,5.122,5.64,4.46,-0.84,0.0
2025-01-02 02:00:00,CRAS Fercal,4.8,3.3,5.0,0.0,0.0,1.35,0.423,11.83,1.527,30.0,238.0,0,2025,1,2,2,3,0,chuva,0.49999999999999994,0.8660254037844387,0.49999999999999994,0.8660254037844387,0,5.08,4.933,5.17,4.8,5.05,0.0,0.0
2025-01-02 04:00:00,CRAS Fercal,2.06,11.86,5.0,0.0,0.0,0.01,0.382,12.57,1.79,30.0,238.0,0,2025,1,2,4,3,0,chuva,0.8660254037844386,0.5000000000000001,0.49999999999999994,0.8660254037844387,0,3.887,4.468,5.22,4.8,5.64,-2.74,0.0
2025-01-02 05:00:00,CRAS Fercal,0.0,7.43,5.0,0.0,0.0,1.55,0.366,11.06,1.784,30.0,238.0,0,2025,1,2,5,3,0,chuva,0.9659258262890683,0.25881904510252074,0.49999999999999994,0.8660254037844387,0,2.287,3.725,5.127,2.06,4.8,-2.06,0.0
2025-01-02 06:00:00,CRAS Fercal,1.66,13.23,5.0,0.0,0.0,0.26,0.368,9.89,1.684,30.0,238.0,0,2025,1,2,6,3,0,chuva,1.0,6.123233995736766e-17,0.49999999999999994,0.8660254037844387,0,1.24,3.16,4.979,0.0,4.8,1.66,0.0
2025-01-02 07:00:00,CRAS Fercal,1.57,12.02,5.0,0.0,0.0,2.67,0.419,7.38,1.811,30.0,238.0,0,2025,1,2,7,3,0,chuva,0.9659258262890683,-0.25881904510252063,0.49999999999999994,0.8660254037844387,0,1.077,2.482,4.87,1.66,2.06,-0.09,0.0
2025-01-02 08:00:00,CRAS Fercal,9.84,40.41,5.0,0.0,0.0,9.87,0.45,11.97,1.642,30.0,238.0,0,2025,1,2,8,3,0,chuva,0.8660254037844387,-0.4999999999999998,0.49999999999999994,0.8660254037844387,0,4.357,3.322,5.041,1.57,0.0,8.27,0.0
2025-01-02 09:00:00,CRAS Fercal,3.09,20.54,5.0,0.0,0.0,13.34,0.406,24.4,1.869,30.0,238.0,0,2025,1,2,9,3,0,chuva,0.7071067811865476,-0.7071067811865475,0.49999999999999994,0.8660254037844387,0,4.833,3.037,4.462,9.84,1.66,-6.75,0.0
2025-01-02 10:00:00,CRAS Fercal,3.09,20.54,5.0,0.0,0.0,10.47,0.356,30.19,2.801,30.0,238.0,0,2025,1,2,10,3,0,chuva,0.49999999999999994,-0.8660254037844387,0.49999999999999994,0.8660254037844387,0,5.34,3.208,4.426,3.09,1.57,0.0,0.0
2025-01-02 11:00:00,CRAS Fercal,0.73,7.85,5.0,0.0,0.0,13.25,0.309,26.97,8.388,30.0,238.0,0,2025,1,2,11,3,0,chuva,0.258819045102521,-0.9659258262890682,0.49999999999999994,0.8660254037844387,0,2.303,3.33,4.292,3.09,9.84,-2.36,0.0
2025-01-02 12:00:00,CRAS Fercal,0.73,5.61,5.0,0.0,0.0,9.95,0.3,32.68,7.418,30.0,238.0,0,2025,1,2,12,3,0,chuva,1.2246467991473532e-16,-1.0,0.49999999999999994,0.8660254037844387,0,1.517,3.175,4.159,0.73,3.09,0.0,0.0
2025-01-02 13:00:00,CRAS Fercal,1.8,14.41,5.0,0.0,0.0,10.78,0.307,28.08,8.248,30.0,238.0,0,2025,1,2,13,3,0,chuva,-0.2588190451025208,-0.9659258262890683,0.49999999999999994,0.8660254037844387,0,1.087,3.213,4.234,0.73,3.09,1.07,0.0
2025-01-02 14:00:00,CRAS Fercal,3.72,13.45,5.0,0.0,0.0,7.09,0.303,32.09,5.524,30.0,238.0,0,2025,1,2,14,3,0,chuva,-0.4999999999999997,-0.8660254037844388,0.49999999999999994,0.8660254037844387,0,2.083,2.193,4.389,1.8,0.73,1.92,0.0
2025-01-02 15:00:00,CRAS Fercal,3.72,13.45,5.0,0.0,0.0,5.71,0.37,33.7,4.005,30.0,238.0,0,2025,1,2,15,3,0,chuva,-0.7071067811865471,-0.7071067811865479,0.49999999999999994,0.8660254037844387,0,3.08,2.298,4.544,3.72,0.73,0.0,0.0
2025-01-02 16:00:00,CRAS Fercal,8.67,30.9,5.0,0.0,0.0,11.36,0.295,30.27,4.023,30.0,238.0,0,2025,1,2,16,3,0,chuva,-0.8660254037844385,-0.5000000000000004,0.49999999999999994,0.8660254037844387,0,5.37,3.228,4.905,3.72,1.8,4.95,0.0
2025-01-02 17:00:00,CRAS Fercal,6.34,20.05,5.0,0.0,0.0,14.3,0.287,27.01,3.609,30.0,238.0,0,2025,1,2,17,3,0,chuva,-0.9659258262890683,-0.25881904510252063,0.49999999999999994,0.8660254037844387,0,6.243,4.163,4.368,8.67,3.72,-2.33,0.0
2025-01-02 18:00:00,CRAS Fercal,8.03,24.49,5.0,0.0,0.0,27.17,0.332,18.73,5.343,30.0,238.0,0,2025,1,2,18,3,0,chuva,-1.0,-1.8369701987210297e-16,0.49999999999999994,0.8660254037844387,0,7.68,5.38,3.901,6.34,3.72,1.69,0.0
2025-01-02 19:00:00,CRAS Fercal,4.32,14.81,5.0,0.0,0.0,33.4,0.344,14.71,5.405,30.0,238.0,0,2025,1,2,19,3,0,chuva,-0.9659258262890684,0.2588190451025203,0.49999999999999994,0.8660254037844387,0,6.23,5.8,3.932,8.03,8.67,-3.71,0.0
2025-01-02 20:00:00,CRAS Fercal,13.17,42.7,5.0,0.0,0.0,18.85,0.423,9.39,3.471,30.0,238.0,0,2025,1,2,20,3,0,chuva,-0.8660254037844386,0.5000000000000001,0.49999999999999994,0.8660254037844387,0,8.507,7.375,4.256,4.32,6.34,8.85,0.0
2025-01-02 21:00:00,CRAS Fercal,10.69,36.78,5.0,0.0,0.0,8.96,0.293,8.86,2.822,30.0,238.0,0,2025,1,2,21,3,0,chuva,-0.7071067811865477,0.7071067811865474,0.49999999999999994,0.8660254037844387,0,9.393,8.537,4.701,13.17,8.03,-2.48,0.0
2025-01-02 22:00:00,CRAS Fercal,3.76,14.42,5.0,0.0,0.0,9.34,0.234,6.77,2.623,30.0,238.0,0,2025,1,2,22,3,0,chuva,-0.5000000000000004,0.8660254037844384,0.49999999999999994,0.8660254037844387,0,9.207,7.718,4.656,10.69,4.32,-6.93,0.0
2025-01-02 23:00:00,CRAS Fercal,3.71,16.49,5.0,0.0,0.0,7.79,0.383,6.01,2.585,30.0,238.0,0,2025,1,2,23,3,0,chuva,-0.25881904510252157,0.9659258262890681,0.49999999999999994,0.8660254037844387,0,6.053,7.28,4.625,3.76,13.17,-0.05,0.0
2025-01-03 00:00:00,CRAS Fercal,5.9,17.52,5.0,0.0,0.0,2.88,0.427,6.62,2.131,30.0,238.0,0,2025,1,3,0,4,0,chuva,0.0,1.0,0.49999999999999994,0.8660254037844387,0,4.457,6.925,4.66,3.71,10.69,2.19,0.0
2025-01-03 01:00:00,CRAS Fercal,0.0,7.45,5.0,0.0,0.0,1.9,0.309,6.03,2.226,30.0,238.0,0,2025,1,3,1,4,0,chuva,0.25881904510252074,0.9659258262890683,0.49999999999999994,0.8660254037844387,0,3.203,6.205,4.425,5.9,3.76,-5.9,0.0
2025-01-03 02:00:00,CRAS Fercal,0.51,10.48,5.0,0.0,0.0,2.34,0.224,5.05,1.975,30.0,238.0,0,2025,1,3,2,4,0,chuva,0.49999999999999994,0.8660254037844387,0.49999999999999994,0.8660254037844387,0,2.137,4.095,4.246,0.0,3.71,0.51,0.0
2025-01-03 03:00:00,CRAS Fercal,2.56,17.57,5.0,0.0,0.0,8.16,0.296,8.72,1.774,30.0,238.0,0,2025,1,3,3,4,0,chuva,0.7071067811865476,0.7071067811865476,0.49999999999999994,0.8660254037844387,0,1.023,2.74,4.153,0.51,5.9,2.05,0.0
2025-01-03 04:00:00,CRAS Fercal,2.56,1.83,5.0,0.0,0.0,23.62,0.324,5.41,2.081,30.0,238.0,0,2025,1,3,4,4,0,chuva,0.8660254037844386,0.5000000000000001,0.49999999999999994,0.8660254037844387,0,1.877,2.54,4.174,2.56,0.0,0.0,0.0
2025-01-03 05:00:00,CRAS Fercal,0.82,8.72,5.0,0.0,0.0,12.41,0.343,7.25,1.913,30.0,238.0,0,2025,1,3,5,4,0,chuva,0.9659258262890683,0.25881904510252074,0.49999999999999994,0.8660254037844387,0,1.98,2.058,4.208,2.56,0.51,-1.74,0.0
2025-01-03 06:00:00,CRAS Fercal,6.57,24.17,5.0,0.0,0.0,10.06,0.343,13.34,1.997,30.0,238.0,0,2025,1,3,6,4,0,chuva,1.0,6.123233995736766e-17,0.49999999999999994,0.8660254037844387,0,3.317,2.17,4.413,0.82,2.56,5.75,0.0
2025-01-03 07:00:00,CRAS Fercal,0.87,10.5,5.0,0.0,0.0,6.18,0.406,9.48,1.954,30.0,238.0,0,2025,1,3,7,4,0,chuva,0.9659258262890683,-0.25881904510252063,0.49999999999999994,0.8660254037844387,0,2.753,2.315,4.383,6.57,2.56,-5.7,0.0
2025-01-03 08:00:00,CRAS Fercal,9.52,32.24,5.0,0.0,0.0,6.28,0.38,21.19,1.7,30.0,238.0,0,2025,1,3,8,4,0,chuva,0.8660254037844387,-0.4999999999999998,0.49999999999999994,0.8660254037844387,0,5.653,3.817,4.37,0.87,0.82,8.65,0.0
2025-01-03 09:00:00,CRAS Fercal,3.18,11.09,5.0,0.0,0.0,2.96,0.312,30.87,1.729,30.0,238.0,0,2025,1,3,9,4,0,chuva,0.7071067811865476,-0.7071067811865475,0.49999999999999994,0.8660254037844387,0,4.523,3.92,4.374,9.52,6.57,-6.34,0.0
2025-01-03 10:00:00,CRAS Fercal,4.77,17.55,5.0,0.0,0.0,3.8,0.03,29.09,2.781,30.0,238.0,0,2025,1,3,10,4,0,chuva,0.49999999999999994,-0.8660254037844387,0.49999999999999994,0.8660254037844387,0,5.823,4.288,4.444,3.18,0.87,1.59,0.0
2025-01-03 11:00:00,CRAS Fercal,4.39,16.45,5.0,0.0,0.0,2.3,0.286,33.14,2.14,30.0,238.0,0,2025,1,3,11,4,0,chuva,0.258819045102521,-0.9659258262890682,0.49999999999999994,0.8660254037844387,0,4.113,4.883,4.596,4.77,9.52,-0.38,0.0
2025-01-03 12:00:00,CRAS Fercal,0.0,6.79,5.0,0.0,0.0,2.49,0.205,34.48,1.876,30.0,238.0,0,2025,1,3,12,4,0,chuva,1.2246467991473532e-16,-1.0,0.49999999999999994,0.8660254037844387,0,3.053,3.788,4.566,4.39,3.18,-4.39,0.0
2025-01-03 13:00:00,CRAS Fercal,1.29,13.97,5.0,0.0,0.0,5.4,0.008,32.46,2.468,30.0,238.0,0,2025,1,3,13,4,0,chuva,-0.2588190451025208,-0.9659258262890683,0.49999999999999994,0.8660254037844387,0,1.893,3.858,4.545,0.0,4.77,1.29,0.0
2025-01-03 14:00:00,CRAS Fercal,1.29,0.44,5.0,0.0,0.0,0.83,0.006,36.69,2.493,30.0,238.0,0,2025,1,3,14,4,0,chuva,-0.4999999999999997,-0.8660254037844388,0.49999999999999994,0.8660254037844387,0,0.86,2.487,4.443,1.29,4.39,0.0,0.0
2025-01-03 17:00:00,CRAS Fercal,3.71,24.1,5.0,0.0,0.0,2.37,0.039,34.48,3.062,30.0,238.0,0,2025,1,3,17,4,0,chuva,-0.9659258262890683,-0.25881904510252063,0.49999999999999994,0.8660254037844387,0,2.097,2.575,4.443,1.29,0.0,2.42,0.0
2025-01-03 18:00:00,CRAS Fercal,7.68,25.53,5.0,0.0,0.0,5.21,0.391,32.1,2.985,30.0,238.0,0,2025,1,3,18,4,0,chuva,-1.0,-1.8369701987210297e-16,0.49999999999999994,0.8660254037844387,0,4.227,3.06,4.402,3.71,1.29,3.97,0.0
2025-01-03 19:00:00,CRAS Fercal,3.82,12.88,5.0,0.0,0.0,5.86,0.264,28.45,3.147,30.0,238.0,0,2025,1,3,19,4,0,chuva,-0.9659258262890684,0.2588190451025203,0.49999999999999994,0.8660254037844387,0,5.07,2.965,4.297,7.68,1.29,-3.86,0.0
2025-01-03 20:00:00,CRAS Fercal,10.37,44.03,5.0,0.0,0.0,15.45,0.242,17.29,3.131,30.0,238.0,0,2025,1,3,20,4,0,chuva,-0.8660254037844386,0.5000000000000001,0.49999999999999994,0.8660254037844387,0,7.29,4.693,4.394,3.82,3.71,6.55,0.0
2025-01-03 21:00:00,CRAS Fercal,16.31,51.68,5.0,0.0,0.0,8.38,0.156,11.68,2.693,30.0,238.0,0,2025,1,3,21,4,0,chuva,-0.7071067811865477,0.7071067811865474,0.49999999999999994,0.8660254037844387,0,10.167,7.197,4.894,10.37,7.68,5.94,0.0
2025-01-03 22:00:00,CRAS Fercal,9.26,24.33,5.0,0.0,0.0,4.16,0.302,10.55,2.52,30.0,238.0,0,2025,1,3,22,4,0,chuva,-0.5000000000000004,0.8660254037844384,0.49999999999999994,0.8660254037844387,0,11.98,8.525,4.731,16.31,3.82,-7.05,0.0
2025-01-03 23:00:00,CRAS Fercal,5.47,14.56,5.0,0.0,0.0,10.12,0.507,6.51,2.862,30.0,238.0,0,2025,1,3,23,4,0,chuva,-0.25881904510252157,0.9659258262890681,0.49999999999999994,0.8660254037844387,0,10.347,8.818,4.513,9.26,10.37,-3.79,0.0
2025-01-04 00:00:00,CRAS Fercal,3.82,19.34,5.0,0.0,0.0,9.06,0.415,5.99,2.539,30.0,238.0,0,2025,1,4,0,5,1,chuva,0.0,1.0,0.49999999999999994,0.8660254037844387,0,6.183,8.175,4.516,5.47,16.31,-1.65,0.0
2025-01-04 01:00:00,CRAS Fercal,3.19,15.67,5.0,0.0,0.0,7.26,0.386,5.99,2.357,30.0,238.0,0,2025,1,4,1,5,1,chuva,0.25881904510252074,0.9659258262890683,0.49999999999999994,0.8660254037844387,0,4.16,8.07,4.494,3.82,9.26,-0.63,0.0
2025-01-04 02:00:00,CRAS Fercal,0.0,6.45,5.0,0.0,0.0,6.14,0.346,6.32,1.913,30.0,238.0,0,2025,1,4,2,5,1,chuva,0.49999999999999994,0.8660254037844387,0.49999999999999994,0.8660254037844387,0,2.337,6.342,4.248,3.19,5.47,-3.19,0.0
2025-01-04 03:00:00,CRAS Fercal,4.49,13.74,5.0,0.0,0.0,2.65,0.241,5.7,1.843,30.0,238.0,0,2025,1,4,3,5,1,chuva,0.7071067811865476,0.7071067811865476,0.49999999999999994,0.8660254037844387,0,2.56,4.372,4.435,0.0,3.82,4.49,0.0
2025-01-04 04:00:00,CRAS Fercal,1.55,12.04,5.0,0.0,0.0,4.92,0.199,5.15,1.917,30.0,238.0,0,2025,1,4,4,5,1,chuva,0.8660254037844386,0.5000000000000001,0.49999999999999994,0.8660254037844387,0,2.013,3.087,4.479,4.49,3.19,-2.94,0.0
2025-01-04 05:00:00,CRAS Fercal,1.54,9.83,5.0,0.0,0.0,3.37,0.193,5.19,2.04,30.0,238.0,0,2025,1,4,5,5,1,chuva,0.9659258262890683,0.25881904510252074,0.49999999999999994,0.8660254037844387,0,2.527,2.432,4.436,1.55,0.0,-0.01,0.0
2025-01-04 06:00:00,CRAS Fercal,5.99,15.61,5.0,0.0,0.0,1.51,0.218,4.89,1.677,30.0,238.0,0,2025,1,4,6,5,1,chuva,1.0,6.123233995736766e-17,0.49999999999999994,0.8660254037844387,0,3.027,2.793,4.579,1.54,4.49,4.45,0.0
2025-01-04 07:00:00,CRAS Fercal,4.98,23.1,5.0,0.0,0.0,0.95,0.286,4.92,1.866,30.0,238.0,0,2025,1,4,7,5,1,chuva,0.9659258262890683,-0.25881904510252063,0.49999999999999994,0.8660254037844387,0,4.17,3.092,4.752,5.99,1.55,-1.01,0.0
2025-01-04 08:00:00,CRAS Fercal,9.1,58.08,5.0,0.0,0.0,3.19,0.33,6.21,2.686,30.0,238.0,0,2025,1,4,8,5,1,chuva,0.8660254037844387,-0.4999999999999998,0.49999999999999994,0.8660254037844387,0,6.69,4.608,4.858,4.98,1.54,4.12,0.0
2025-01-04 09:00:00,CRAS Fercal,10.94,71.76,5.0,0.0,0.0,9.91,0.266,11.57,2.412,30.0,238.0,0,2025,1,4,9,5,1,chuva,0.7071067811865476,-0.7071067811865475,0.49999999999999994,0.8660254037844387,0,8.34,5.683,5.278,9.1,5.99,1.84,0.0
2025-01-04 10:00:00,CRAS Fercal,8.67,67.47,5.0,0.0,0.0,12.66,0.246,12.85,4.437,30.0,238.0,0,2025,1,4,10,5,1,chuva,0.49999999999999994,-0.8660254037844387,0.49999999999999994,0.8660254037844387,0,9.57,6.87,5.242,10.94,4.98,-2.27,0.0
2025-01-04 11:00:00,CRAS Fercal,5.26,58.05,5.0,0.0,0.0,18.79,0.225,18.58,15.559,30.0,238.0,0,2025,1,4,11,5,1,chuva,0.258819045102521,-0.9659258262890682,0.49999999999999994,0.8660254037844387,0,8.29,7.49,5.329,8.67,9.1,-3.41,0.0
2025-01-04 12:00:00,CRAS Fercal,1.06,32.92,5.0,0.0,0.0,12.15,0.243,30.82,9.266,30.0,238.0,0,2025,1,4,12,5,1,chuva,1.2246467991473532e-16,-1.0,0.49999999999999994,0.8660254037844387,0,4.997,6.668,5.174,5.26,10.94,-4.2,0.0
2025-01-04 13:00:00,CRAS Fercal,1.06,0.0,5.0,0.0,0.0,4.73,0.211,32.67,5.488,30.0,238.0,0,2025,1,4,13,5,1,chuva,-0.2588190451025208,-0.9659258262890683,0.49999999999999994,0.8660254037844387,0,2.46,6.015,5.035,1.06,8.67,0.0,0.0
2025-01-04 16:00:00,CRAS Fercal,1.7,23.55,5.0,0.0,0.0,2.95,0.261,34.5,3.461,30.0,238.0,0,2025,1,4,16,5,1,chuva,-0.8660254037844385,-0.5000000000000004,0.49999999999999994,0.8660254037844387,0,1.273,4.782,5.106,1.06,5.26,0.64,0.0
2025-01-04 17:00:00,CRAS Fercal,8.44,34.81,5.0,0.0,0.0,11.41,0.289,30.21,3.129,30.0,238.0,0,2025,1,4,17,5,1,chuva,-0.9659258262890683,-0.25881904510252063,0.49999999999999994,0.8660254037844387,0,3.733,4.365,5.404,1.7,1.06,6.74,0.0
2025-01-04 18:00:00,CRAS Fercal,0.41,9.06,5.0,0.0,0.0,10.2,0.337,23.88,3.042,30.0,238.0,0,2025,1,4,18,5,1,chuva,-1.0,-1.8369701987210297e-16,0.49999999999999994,0.8660254037844387,0,3.517,2.988,5.368,8.44,1.06,-8.03,0.0
2025-01-04 19:00:00,CRAS Fercal,28.03,76.88,5.0,0.0,0.0,9.64,0.45,14.89,3.265,30.0,238.0,0,2025,1,4,19,5,1,chuva,-0.9659258262890684,0.2588190451025203,0.49999999999999994,0.8660254037844387,0,12.293,6.783,6.381,0.41,1.7,27.62,0.0
2025-01-04 20:00:00,CRAS Fercal,35.97,69.62,5.0,0.0,0.0,7.92,0.184,15.55,2.833,30.0,238.0,0,2025,1,4,20,5,1,chuva,-0.8660254037844386,0.5000000000000001,0.49999999999999994,0.8660254037844387,0,21.47,12.602,7.56,28.03,8.44,7.94,0.0
2025-01-04 21:00:00,CRAS Fercal,1.3,69.62,5.0,0.0,0.0,4.89,0.177,26.0,2.773,30.0,238.0,0,2025,1,4,21,5,1,chuva,-0.7071067811865477,0.7071067811865474,0.49999999999999994,0.8660254037844387,0,21.767,12.642,7.455,35.97,0.41,-34.67,0.0
2025-01-04 22:00:00,CRAS Fercal,0.08,5.94,5.0,0.0,0.0,4.93,0.301,25.63,2.529,30.0,238.0,0,2025,1,4,22,5,1,chuva,-0.5000000000000004,0.8660254037844384,0.49999999999999994,0.8660254037844387,0,12.45,12.372,7.026,1.3,28.03,-1.22,0.0
2025-01-04 23:00:00,CRAS Fercal,6.33,18.84,5.0,0.0,0.0,7.27,0.218,24.96,2.463,30.0,238.0,0,2025,1,4,23,5,1,chuva,-0.25881904510252157,0.9659258262890681,0.49999999999999994,0.8660254037844387,0,2.57,12.02,6.61,0.08,35.97,6.25,0.0
